time,current,voltage
0.0021550655364990234,nan,39.1
0.10526609420776367,nan,39.1
0.4125485420227051,nan,39.2
0.6190686225891113,nan,39.1
0.7223505973815918,nan,39.1
0.8252675533294678,nan,39.1
0.9282042980194092,nan,39.1
1.0293755531311035,nan,39.1
1.4414794445037842,nan,39.1
1.647770881652832,nan,39.1
1.8543095588684082,nan,39.1
2.059535264968872,nan,39.1
2.1635186672210693,nan,39.1
2.266451120376587,nan,39.1
2.3697028160095215,nan,39.1
2.4730353355407715,nan,39.1
2.576000452041626,nan,39.1
2.679171562194824,nan,39.1
2.9882211685180664,nan,39.1
3.0916028022766113,nan,39.1
3.194220781326294,nan,39.1
3.298287868499756,nan,39.1
3.401798725128174,nan,39.1
3.608360528945923,nan,39.1
3.9167330265045166,nan,39.1
4.019515037536621,nan,39.1
4.123134136199951,nan,39.1
4.225184917449951,nan,39.1
4.532222509384155,nan,39.1
4.635790586471558,nan,39.1
4.739658355712891,nan,39.1
4.843592405319214,nan,39.1
4.9461023807525635,nan,39.1
5.0496296882629395,nan,39.1
5.256001234054565,nan,39.1
5.359259128570557,nan,39.1
5.56525182723999,nan,39.1
5.771910905838013,nan,39.1
5.874825477600098,nan,39.1
6.080782175064087,nan,39.1
6.286592721939087,nan,39.1
7.931763410568237,nan,39.1
8.137289762496948,nan,39.1
8.240294694900513,nan,39.1
8.343384504318237,nan,39.1
8.445807456970215,nan,39.1
8.548163652420044,nan,39.1
8.65079927444458,nan,39.1
8.754809617996216,nan,39.1
8.858272314071655,nan,39.1
8.961131572723389,nan,39.1
9.06452751159668,nan,39.1
9.16748857498169,nan,39.1
9.372274160385132,nan,39.1
9.475408792495728,nan,39.1
9.577369689941406,nan,39.1
9.680257081985474,nan,39.1
9.783992528915405,nan,39.1
9.887417078018188,nan,39.1
9.990884780883789,nan,39.1
10.093530654907227,nan,39.1
10.196776390075684,nan,39.1
10.299546718597412,nan,39.1
10.401960849761963,nan,39.1
10.506035089492798,nan,39.1
