time,current,voltage
0.003000497817993164,nan,39.2
0.10550475120544434,nan,39.2
0.20899248123168945,nan,39.1
0.3129732608795166,nan,39.2
0.41458845138549805,nan,39.2
0.5173501968383789,nan,39.1
0.6216940879821777,nan,39.1
0.724449872970581,nan,39.1
0.8267097473144531,nan,39.1
0.929084300994873,nan,39.1
1.0312185287475586,nan,39.1
1.1328184604644775,nan,39.2
1.2362139225006104,nan,39.1
1.3395335674285889,nan,39.2
1.4430043697357178,nan,39.1
1.5460948944091797,nan,39.2
1.6491923332214355,nan,39.1
1.7524714469909668,nan,39.1
1.8536803722381592,nan,39.1
1.9559063911437988,nan,39.2
2.0595476627349854,nan,39.1
2.162498950958252,nan,39.1
2.26562237739563,nan,39.1
2.3681318759918213,nan,39.1
2.4712557792663574,nan,39.1
2.5744359493255615,nan,39.2
2.677628993988037,nan,39.1
2.780944585800171,nan,39.2
2.8839259147644043,nan,39.1
2.9871339797973633,nan,39.2
3.0893502235412598,nan,39.2
3.192215919494629,nan,39.1
3.29521107673645,1.0930128021733574e-45,39.0
3.397962808609009,1.1210387714598537e-45,39.1
3.500880241394043,1.401298464324817e-45,39.1
3.602994441986084,6.025583396596713e-46,39.1
3.7056093215942383,1.5414283107572988e-46,39.1
3.8079023361206055,1.401298464324817e-47,39.2
3.9115889072418213,2.2420775429197074e-46,39.2
4.0139384269714355,4.203895392974451e-46,39.1
4.115983247756958,4.063765546541969e-46,39.1
4.218324899673462,3.2229864679470794e-46,39.2
4.320207357406616,nan,39.2
4.422266721725464,nan,39.2
4.526108026504517,nan,39.1
4.627615451812744,nan,39.1
4.731430768966675,nan,39.1
4.835172891616821,nan,39.2
4.93816351890564,nan,39.2
5.041123151779175,nan,39.2
5.143042325973511,nan,39.2
5.247035264968872,nan,39.1
5.348676443099976,nan,39.1
5.451502084732056,nan,39.2
5.554776668548584,nan,39.2
5.658482789993286,nan,39.2
5.761383771896362,nan,39.2
5.864481687545776,nan,39.2
5.967434406280518,nan,39.1
6.070112943649292,nan,39.2
6.173884630203247,nan,39.1
6.276961088180542,nan,39.2
