time,current,voltage
5.255598545074463,2.2420775429197074e-46,38.3
5.35917592048645,2.6624670822171525e-46,38.3
5.462193965911865,2.8025969286496343e-46,38.3
5.564701557159424,2.6624670822171525e-46,38.3
5.668109655380249,1.961817850054744e-46,38.3
5.770804166793823,2.2420775429197074e-46,38.3
5.873939037322998,1.961817850054744e-46,38.3
5.9775550365448,2.1019476964872255e-46,38.3
6.080397129058838,2.8025969286496343e-46,38.3
6.182173490524292,2.6624670822171525e-46,38.3
6.286002159118652,2.1019476964872255e-46,38.3
6.389511346817017,2.382207389352189e-46,38.3
6.492874383926392,2.9427267750821157e-46,38.3
6.594482421875,2.312142466135948e-45,38.2
6.6978302001953125,3.405155268309306e-45,38.1
6.800662994384766,2.3401684354224444e-45,38.2
6.904232978820801,4.484155085839415e-46,38.3
7.006598234176636,nan,38.3
7.109365701675415,4.484155085839415e-46,38.3
7.212111234664917,8.688050478813866e-46,38.3
7.314758777618408,8.96831017167883e-46,38.3
7.416658401489258,7.567011707354013e-46,38.3
7.519671201705933,6.8663624751916035e-46,38.3
7.623223781585693,7.006492321624086e-47,38.3
7.726168632507324,7.006492321624086e-47,38.3
7.829158782958984,8.407790785948902e-47,38.3
7.932847499847412,1.1210387714598537e-46,38.3
8.036072254180908,0.0,38.3
8.139243602752686,2.802596928649634e-47,38.3
8.243303775787354,1.1210387714598537e-46,38.3
8.346637725830078,8.407790785948902e-47,38.3
8.449151754379272,0.0,38.3
8.552528381347656,nan,38.3
8.655243635177612,2.802596928649634e-47,38.3
8.758135318756104,nan,38.3
8.86101770401001,0.0,38.3
8.964685916900635,nan,38.3
9.066930294036865,0.0,38.3
9.17067003250122,5.605193857299268e-47,38.3
9.27304983139038,0.0,38.3
9.376097440719604,0.0,38.3
9.479436874389648,nan,38.3
9.582517385482788,0.0,38.3
9.685786247253418,nan,38.3
9.787829637527466,nan,38.3
9.890964984893799,0.0,38.3
9.994251012802124,nan,38.3
10.097218036651611,nan,38.3
10.200384378433228,0.0,38.3
10.303254842758179,0.0,38.3
10.406228065490723,0.0,38.3
10.509007453918457,nan,38.3
10.6118004322052,nan,38.3
10.714746952056885,nan,38.3
10.8175368309021,0.0,38.3
10.920784711837769,nan,38.3
11.023085117340088,0.0,38.3
11.1272132396698,0.0,38.3
11.229150533676147,0.0,38.3
11.332118034362793,1.401298464324817e-47,38.3
11.434190273284912,9.80908925027372e-47,38.3
11.536115169525146,2.802596928649634e-47,38.3
11.638672113418579,0.0,38.3
11.739998579025269,nan,38.3
11.843793869018555,nan,38.3
11.947165489196777,nan,38.3
12.049279928207397,0.0,38.3
12.153006553649902,0.0,38.3
12.255874633789062,0.0,38.3
12.358978271484375,nan,38.3
12.461518287658691,0.0,38.3
12.564699649810791,2.802596928649634e-47,38.3
12.66776990890503,2.802596928649634e-47,38.3
12.76859188079834,2.802596928649634e-47,38.3
12.871132612228394,2.802596928649634e-47,38.3
12.972541332244873,nan,38.3
13.07551884651184,nan,38.3
13.178145408630371,nan,38.3
13.281579732894897,2.802596928649634e-47,38.3
13.384775876998901,1.401298464324817e-47,38.3
13.488163709640503,0.0,38.3
13.589614152908325,2.802596928649634e-47,38.3
13.692524433135986,nan,38.3
13.795514583587646,0.0,38.3
13.898593664169312,0.0,38.3
14.001840829849243,nan,38.3
14.105243444442749,0.0,38.3
14.208361148834229,nan,38.3
